Codice Prodotto,Nome Prodotto,Categoria,Prezzo
P08903,Smart Informatica 773,Informatica,1270.11
P08904,Plus Elettrodomestici 447,Elettrodomestici,196.29
P08905,Prime Sport 820,Sport,960.76
P08906,Air Elettrodomestici 951,Elettrodomestici,171.45
P08907,Pro Sport 330,Sport,511.49
P08908,Smart Arredamento 952,Arredamento,869.39
P08909,Max Arredamento 519,Arredamento,570.0
P08910,Eco Giardinaggio 800,Giardinaggio,495.16
P08911,Plus Informatica 766,Informatica,816.74
P08912,Eco Bellezza 959,Bellezza,596.52
P08913,Mini Elettrodomestici 412,Elettrodomestici,863.19
P08914,Prime Giardinaggio 875,Giardinaggio,680.74
P08915,Smart Elettrodomestici 682,Elettrodomestici,901.54
P08916,Pro Arredamento 579,Arredamento,604.63
P08917,Prime Automotive 1,Automotive,1662.77
P08918,Mini Telefonia 935,Telefonia,126.86
P08919,Lite Telefonia 885,Telefonia,1482.16
P08920,Prime Arredamento 690,Arredamento,572.39
P08921,Air Automotive 440,Automotive,355.28
P08922,Mini Bellezza 894,Bellezza,64.2
P08923,Plus Abbigliamento 797,Abbigliamento,295.82
P08924,Air Elettrodomestici 224,Elettrodomestici,1276.07
P08925,Eco Giardinaggio 319,Giardinaggio,1378.99
P08926,Lite Bellezza 412,Bellezza,844.55
P08927,Max Informatica 729,Informatica,1390.33
P08928,Max Abbigliamento 523,Abbigliamento,1857.69
P08929,Ultra Elettrodomestici 251,Elettrodomestici,932.42
P08930,Ultra Sport 507,Sport,496.07
P08931,Lite Elettrodomestici 600,Elettrodomestici,1954.26
P08932,Plus Giardinaggio 744,Giardinaggio,1617.02
P08933,Air Automotive 590,Automotive,1143.13
P08934,Pro Abbigliamento 505,Abbigliamento,1241.6
P08935,Mini Automotive 586,Automotive,497.59
P08936,Plus Automotive 87,Automotive,88.07
P08937,Mini Giardinaggio 149,Giardinaggio,1508.41
P08938,Ultra Giardinaggio 796,Giardinaggio,186.17
P08939,Pro Giardinaggio 560,Giardinaggio,463.35
P08940,Max Abbigliamento 511,Abbigliamento,1965.76
P08941,Max Automotive 843,Automotive,904.3
P08942,Max Abbigliamento 86,Abbigliamento,329.85
P08943,Plus Giardinaggio 22,Giardinaggio,326.92
P08944,Mini Sport 136,Sport,1102.43
P08945,Pro Giochi 181,Giochi,398.4
P08946,Smart Informatica 472,Informatica,176.29
P08947,Pro Giardinaggio 702,Giardinaggio,1236.69
P08948,Air Arredamento 387,Arredamento,1057.63
P08949,Ultra Telefonia 40,Telefonia,1941.2
P08950,Smart Sport 343,Sport,1167.58
P08951,Lite Elettrodomestici 198,Elettrodomestici,328.43
P08952,Mini Elettrodomestici 213,Elettrodomestici,1270.53
P08953,Lite Arredamento 741,Arredamento,475.13
P08954,Lite Bellezza 68,Bellezza,883.78
P08955,Plus Arredamento 411,Arredamento,185.54
P08956,Plus Telefonia 651,Telefonia,1278.37
P08957,Air Telefonia 682,Telefonia,220.1
P08958,Eco Sport 39,Sport,414.05
P08959,Lite Arredamento 209,Arredamento,1637.91
P08960,Air Giardinaggio 823,Giardinaggio,1708.0
P08961,Smart Informatica 793,Informatica,57.97
P08962,Smart Arredamento 91,Arredamento,695.04
P08963,Prime Arredamento 782,Arredamento,350.57
P08964,Air Bellezza 165,Bellezza,1248.32
P08965,Eco Telefonia 508,Telefonia,1054.93
P08966,Air Automotive 190,Automotive,390.29
P08967,Eco Automotive 41,Automotive,381.3
P08968,Mini Arredamento 543,Arredamento,1565.4
P08969,Lite Sport 966,Sport,1817.27
P08970,Mini Giochi 951,Giochi,425.24
P08971,Prime Arredamento 915,Arredamento,766.92
P08972,Prime Giochi 271,Giochi,563.21
P08973,Lite Giardinaggio 46,Giardinaggio,371.89
P08974,Mini Giochi 311,Giochi,625.12
P08975,Air Arredamento 169,Arredamento,385.1
P08976,Plus Arredamento 600,Arredamento,377.76
P08977,Air Automotive 717,Automotive,1797.37
P08978,Lite Telefonia 719,Telefonia,1247.54
P08979,Prime Giardinaggio 878,Giardinaggio,1751.87
P08980,Air Automotive 305,Automotive,1517.94
P08981,Plus Giardinaggio 578,Giardinaggio,1529.68
P08982,Eco Arredamento 150,Arredamento,176.78
P08983,Mini Abbigliamento 908,Abbigliamento,1862.54
P08984,Ultra Elettrodomestici 929,Elettrodomestici,1545.91
P08985,Smart Bellezza 493,Bellezza,248.94
P08986,Mini Giochi 794,Giochi,1994.02
P08987,Plus Informatica 638,Informatica,1339.78
P08988,Ultra Arredamento 43,Arredamento,567.93
P08989,Lite Giochi 395,Giochi,1733.85
P08990,Air Abbigliamento 274,Abbigliamento,1558.02
P08991,Plus Giochi 620,Giochi,508.41
P08992,Lite Arredamento 89,Arredamento,1356.41
P08993,Smart Telefonia 199,Telefonia,1810.56
P08994,Lite Informatica 517,Informatica,957.27
P08995,Smart Giardinaggio 553,Giardinaggio,790.04
P08996,Air Automotive 920,Automotive,1996.28
P08997,Lite Abbigliamento 855,Abbigliamento,318.32
P08998,Ultra Automotive 522,Automotive,142.29
P08999,Smart Automotive 803,Automotive,1138.02
P09000,Eco Bellezza 148,Bellezza,724.06
P09001,Eco Giochi 799,Giochi,213.45
P09002,Lite Giardinaggio 879,Giardinaggio,1914.53
P09003,Smart Elettrodomestici 997,Elettrodomestici,1155.68
P09004,Plus Elettrodomestici 142,Elettrodomestici,1710.68
P09005,Pro Giardinaggio 490,Giardinaggio,981.61
P09006,Lite Informatica 981,Informatica,337.73
P09007,Pro Arredamento 55,Arredamento,1092.46
P09008,Max Telefonia 519,Telefonia,617.14
P09009,Prime Telefonia 272,Telefonia,1364.44
P09010,Prime Bellezza 927,Bellezza,563.73
P09011,Plus Informatica 914,Informatica,204.3
P09012,Mini Giardinaggio 727,Giardinaggio,340.61
P09013,Eco Bellezza 271,Bellezza,519.57
P09014,Ultra Informatica 291,Informatica,1691.91
P09015,Eco Telefonia 622,Telefonia,918.4
P09016,Max Sport 160,Sport,1112.65
P09017,Ultra Abbigliamento 578,Abbigliamento,441.67
P09018,Pro Automotive 260,Automotive,132.15
P09019,Prime Giochi 751,Giochi,458.8
P09020,Air Telefonia 681,Telefonia,841.86
P09021,Mini Giochi 336,Giochi,234.45
P09022,Air Abbigliamento 971,Abbigliamento,46.09
P09023,Max Elettrodomestici 645,Elettrodomestici,102.89
P09024,Smart Bellezza 546,Bellezza,968.5
P09025,Plus Abbigliamento 308,Abbigliamento,346.62
P09026,Plus Informatica 835,Informatica,1535.8
P09027,Plus Automotive 729,Automotive,15.3
P09028,Smart Giochi 422,Giochi,174.86
P09029,Air Giardinaggio 83,Giardinaggio,1189.08
P09030,Air Abbigliamento 864,Abbigliamento,1477.45
P09031,Prime Abbigliamento 592,Abbigliamento,149.4
P09032,Lite Giardinaggio 320,Giardinaggio,158.06
P09033,Lite Elettrodomestici 963,Elettrodomestici,1145.29
P09034,Ultra Abbigliamento 242,Abbigliamento,1519.78
P09035,Eco Elettrodomestici 667,Elettrodomestici,597.61
P09036,Max Automotive 970,Automotive,775.53
P09037,Eco Telefonia 515,Telefonia,1613.83
P09038,Plus Telefonia 446,Telefonia,1167.1
P09039,Smart Elettrodomestici 809,Elettrodomestici,1142.2
P09040,Max Telefonia 654,Telefonia,212.15
P09041,Prime Giochi 845,Giochi,870.42
P09042,Lite Telefonia 938,Telefonia,113.18
P09043,Prime Sport 445,Sport,1783.92
P09044,Ultra Bellezza 518,Bellezza,1788.29
P09045,Air Informatica 281,Informatica,909.71
P09046,Eco Sport 386,Sport,1312.87
P09047,Plus Giochi 889,Giochi,1737.45
P09048,Plus Giochi 369,Giochi,1644.51
P09049,Mini Giochi 294,Giochi,844.26
P09050,Ultra Telefonia 765,Telefonia,149.2
P09051,Smart Arredamento 910,Arredamento,1753.12
P09052,Eco Abbigliamento 834,Abbigliamento,353.37
P09053,Ultra Giochi 952,Giochi,1912.83
P09054,Plus Automotive 468,Automotive,892.98
P09055,Air Elettrodomestici 226,Elettrodomestici,1134.93
P09056,Max Sport 447,Sport,74.13
P09057,Max Telefonia 848,Telefonia,1633.64
P09058,Max Informatica 641,Informatica,1721.8
P09059,Smart Elettrodomestici 475,Elettrodomestici,1685.51
P09060,Smart Sport 663,Sport,1742.97
P09061,Max Bellezza 341,Bellezza,1403.77
P09062,Smart Informatica 137,Informatica,1187.89
P09063,Pro Elettrodomestici 635,Elettrodomestici,1688.05
P09064,Lite Abbigliamento 150,Abbigliamento,1583.31
P09065,Prime Automotive 732,Automotive,483.61
P09066,Air Elettrodomestici 892,Elettrodomestici,1793.87
P09067,Plus Giochi 639,Giochi,589.22
P09068,Plus Automotive 670,Automotive,1338.38
P09069,Lite Giardinaggio 838,Giardinaggio,59.37
P09070,Max Sport 231,Sport,860.69
P09071,Air Abbigliamento 307,Abbigliamento,124.92
P09072,Prime Bellezza 920,Bellezza,1521.9
P09073,Max Abbigliamento 21,Abbigliamento,339.02
P09074,Eco Informatica 553,Informatica,485.67
P09075,Eco Telefonia 785,Telefonia,1237.34
P09076,Ultra Sport 232,Sport,108.82
P09077,Mini Elettrodomestici 337,Elettrodomestici,470.7
P09078,Ultra Elettrodomestici 758,Elettrodomestici,1910.44
P09079,Lite Bellezza 206,Bellezza,728.33
P09080,Smart Arredamento 997,Arredamento,449.85
P09081,Prime Bellezza 76,Bellezza,1236.73
P09082,Air Automotive 512,Automotive,940.79
P09083,Pro Informatica 961,Informatica,1625.64
P09084,Pro Giochi 391,Giochi,1523.85
P09085,Smart Giochi 141,Giochi,196.34
P09086,Prime Sport 393,Sport,1129.85
P09087,Smart Giochi 680,Giochi,864.48
P09088,Mini Automotive 653,Automotive,664.33
P09089,Pro Abbigliamento 562,Abbigliamento,922.72
P09090,Prime Elettrodomestici 770,Elettrodomestici,993.06
P09091,Pro Abbigliamento 894,Abbigliamento,27.27
P09092,Mini Arredamento 894,Arredamento,916.58
P09093,Smart Abbigliamento 288,Abbigliamento,1733.38
P09094,Eco Telefonia 222,Telefonia,104.03
P09095,Pro Giardinaggio 87,Giardinaggio,1397.4
P09096,Air Giochi 853,Giochi,1976.14
P09097,Mini Giardinaggio 981,Giardinaggio,911.34
P09098,Lite Bellezza 634,Bellezza,26.46
P09099,Air Abbigliamento 606,Abbigliamento,443.46
P09100,Air Elettrodomestici 396,Elettrodomestici,1737.87
P09101,Max Bellezza 329,Bellezza,1516.45
P09102,Air Telefonia 148,Telefonia,1968.6
P09103,Air Automotive 704,Automotive,1459.83
P09104,Eco Elettrodomestici 336,Elettrodomestici,200.0
P09105,Air Bellezza 901,Bellezza,403.92
P09106,Smart Elettrodomestici 434,Elettrodomestici,1158.07
P09107,Smart Arredamento 203,Arredamento,705.39
P09108,Mini Abbigliamento 823,Abbigliamento,455.84
P09109,Prime Bellezza 937,Bellezza,540.79
P09110,Lite Arredamento 478,Arredamento,550.38
P09111,Pro Telefonia 512,Telefonia,74.8
P09112,Pro Automotive 10,Automotive,1004.49
P09113,Ultra Elettrodomestici 850,Elettrodomestici,1254.11
P09114,Ultra Sport 463,Sport,1257.91
P09115,Eco Bellezza 654,Bellezza,541.9
P09116,Smart Abbigliamento 168,Abbigliamento,1065.92
P09117,Smart Giardinaggio 468,Giardinaggio,557.15
P09118,Max Elettrodomestici 523,Elettrodomestici,722.4
P09119,Air Giochi 557,Giochi,1915.3
P09120,Prime Abbigliamento 495,Abbigliamento,277.27
P09121,Eco Sport 128,Sport,819.67
P09122,Plus Sport 522,Sport,1641.93
P09123,Max Arredamento 732,Arredamento,457.51
P09124,Ultra Automotive 31,Automotive,1511.46
P09125,Prime Giochi 265,Giochi,1197.7
P09126,Prime Sport 231,Sport,754.36
P09127,Lite Giochi 837,Giochi,213.39
P09128,Air Giochi 622,Giochi,154.3
P09129,Lite Telefonia 472,Telefonia,1910.04
P09130,Ultra Giochi 443,Giochi,1945.59
P09131,Mini Sport 570,Sport,1926.13
P09132,Pro Automotive 313,Automotive,1227.33
P09133,Smart Arredamento 73,Arredamento,689.11
P09134,Ultra Abbigliamento 495,Abbigliamento,1637.0
P09135,Eco Sport 773,Sport,1894.77
P09136,Ultra Telefonia 225,Telefonia,1943.48
P09137,Lite Elettrodomestici 362,Elettrodomestici,1354.9
P09138,Prime Telefonia 722,Telefonia,1399.89
P09139,Plus Bellezza 438,Bellezza,990.37
P09140,Mini Telefonia 981,Telefonia,778.03
P09141,Max Telefonia 509,Telefonia,73.61
P09142,Plus Telefonia 816,Telefonia,1586.06
P09143,Smart Giardinaggio 323,Giardinaggio,798.27
P09144,Max Automotive 93,Automotive,1531.82
P09145,Smart Bellezza 451,Bellezza,627.82
P09146,Lite Informatica 68,Informatica,1629.98
P09147,Smart Giochi 537,Giochi,1329.04
P09148,Ultra Telefonia 338,Telefonia,31.18
P09149,Mini Elettrodomestici 266,Elettrodomestici,1202.7
P09150,Plus Elettrodomestici 481,Elettrodomestici,876.85
P09151,Prime Giochi 824,Giochi,1302.36
P09152,Air Elettrodomestici 251,Elettrodomestici,935.02
P09153,Eco Informatica 57,Informatica,1280.63
P09154,Air Informatica 671,Informatica,1716.58
P09155,Mini Arredamento 613,Arredamento,1713.83
P09156,Plus Abbigliamento 393,Abbigliamento,1908.57
P09157,Ultra Informatica 722,Informatica,1554.53
P09158,Prime Giardinaggio 166,Giardinaggio,879.7
P09159,Smart Telefonia 953,Telefonia,292.69
P09160,Smart Giochi 791,Giochi,1843.3
P09161,Mini Bellezza 401,Bellezza,1870.74
P09162,Pro Giardinaggio 32,Giardinaggio,1682.21
P09163,Plus Bellezza 921,Bellezza,567.19
P09164,Smart Elettrodomestici 793,Elettrodomestici,284.82
P09165,Mini Telefonia 116,Telefonia,520.28
P09166,Air Elettrodomestici 969,Elettrodomestici,1706.21
P09167,Smart Abbigliamento 764,Abbigliamento,1041.43
P09168,Plus Informatica 527,Informatica,197.02
P09169,Max Abbigliamento 797,Abbigliamento,14.02
P09170,Plus Automotive 190,Automotive,653.2
P09171,Prime Arredamento 153,Arredamento,1118.03
P09172,Max Abbigliamento 986,Abbigliamento,326.54
P09173,Lite Giardinaggio 49,Giardinaggio,65.75
P09174,Pro Abbigliamento 675,Abbigliamento,1251.01
P09175,Max Elettrodomestici 643,Elettrodomestici,1097.06
P09176,Air Automotive 497,Automotive,865.11
P09177,Air Informatica 871,Informatica,1511.75
P09178,Lite Informatica 803,Informatica,236.1
P09179,Max Elettrodomestici 853,Elettrodomestici,971.24
P09180,Mini Abbigliamento 175,Abbigliamento,505.17
P09181,Lite Elettrodomestici 535,Elettrodomestici,1217.33
P09182,Prime Informatica 961,Informatica,699.78
P09183,Ultra Sport 325,Sport,381.49
P09184,Eco Elettrodomestici 517,Elettrodomestici,1538.5
P09185,Pro Informatica 79,Informatica,1100.07
P09186,Ultra Telefonia 815,Telefonia,1808.3
P09187,Plus Telefonia 46,Telefonia,1570.01
P09188,Smart Telefonia 277,Telefonia,1675.59
P09189,Eco Informatica 800,Informatica,197.16
P09190,Plus Giochi 890,Giochi,74.5
P09191,Smart Giardinaggio 915,Giardinaggio,696.75
P09192,Pro Giochi 370,Giochi,605.83
P09193,Ultra Giochi 430,Giochi,1836.29
P09194,Mini Arredamento 280,Arredamento,117.3
P09195,Ultra Sport 102,Sport,69.7
P09196,Ultra Giochi 297,Giochi,457.11
P09197,Mini Sport 224,Sport,864.47
P09198,Air Bellezza 51,Bellezza,154.74
P09199,Air Arredamento 464,Arredamento,1967.05
P09200,Mini Bellezza 407,Bellezza,1751.55
P09201,Max Informatica 355,Informatica,1332.76
P09202,Air Automotive 579,Automotive,1816.36
P09203,Max Telefonia 545,Telefonia,82.45
P09204,Smart Abbigliamento 635,Abbigliamento,1188.8
P09205,Max Informatica 453,Informatica,834.48
P09206,Plus Telefonia 562,Telefonia,1480.01
P09207,Mini Giardinaggio 607,Giardinaggio,1209.45
P09208,Smart Elettrodomestici 124,Elettrodomestici,1913.5
P09209,Max Informatica 139,Informatica,634.8
P09210,Lite Giochi 16,Giochi,1946.94
P09211,Prime Elettrodomestici 795,Elettrodomestici,1969.67
P09212,Lite Elettrodomestici 57,Elettrodomestici,1207.1
P09213,Pro Informatica 781,Informatica,440.49
P09214,Ultra Abbigliamento 999,Abbigliamento,898.72
P09215,Mini Giochi 36,Giochi,1592.67
P09216,Lite Telefonia 587,Telefonia,1887.63
P09217,Plus Bellezza 105,Bellezza,1072.94
P09218,Prime Telefonia 137,Telefonia,1258.31
P09219,Prime Arredamento 516,Arredamento,1062.78
P09220,Max Giardinaggio 436,Giardinaggio,1019.42
P09221,Ultra Informatica 842,Informatica,1916.58
P09222,Max Giardinaggio 575,Giardinaggio,553.6
P09223,Max Abbigliamento 348,Abbigliamento,80.26
P09224,Lite Automotive 183,Automotive,218.55
P09225,Smart Giardinaggio 523,Giardinaggio,970.32
P09226,Pro Giochi 152,Giochi,1883.02
P09227,Eco Telefonia 595,Telefonia,740.98
P09228,Air Informatica 464,Informatica,685.51
P09229,Lite Arredamento 605,Arredamento,1962.24
P09230,Lite Informatica 477,Informatica,1433.11
P09231,Ultra Sport 271,Sport,270.78
P09232,Eco Bellezza 345,Bellezza,1323.31
P09233,Ultra Bellezza 274,Bellezza,1897.87
P09234,Ultra Giochi 462,Giochi,1667.98
P09235,Plus Abbigliamento 729,Abbigliamento,737.83
P09236,Mini Automotive 383,Automotive,8.24
P09237,Ultra Elettrodomestici 620,Elettrodomestici,326.9
P09238,Pro Giardinaggio 379,Giardinaggio,1755.47
P09239,Eco Giardinaggio 527,Giardinaggio,1790.86
P09240,Max Informatica 998,Informatica,480.26
P09241,Smart Abbigliamento 11,Abbigliamento,1904.55
P09242,Air Telefonia 796,Telefonia,1980.15
P09243,Plus Giardinaggio 794,Giardinaggio,1897.77
P09244,Eco Arredamento 392,Arredamento,1227.3
P09245,Ultra Giardinaggio 67,Giardinaggio,535.28
P09246,Air Arredamento 470,Arredamento,1722.59
P09247,Plus Bellezza 783,Bellezza,1269.19
P09248,Plus Giochi 698,Giochi,890.98
P09249,Max Automotive 220,Automotive,1476.82
P09250,Air Elettrodomestici 995,Elettrodomestici,351.55
P09251,Max Elettrodomestici 919,Elettrodomestici,523.41
P09252,Prime Elettrodomestici 831,Elettrodomestici,1123.54
P09253,Pro Sport 572,Sport,427.75
P09254,Prime Informatica 311,Informatica,1149.16
P09255,Air Abbigliamento 549,Abbigliamento,737.03
P09256,Eco Automotive 621,Automotive,1390.94
P09257,Mini Elettrodomestici 312,Elettrodomestici,471.17
P09258,Prime Elettrodomestici 831,Elettrodomestici,22.15
P09259,Ultra Giardinaggio 153,Giardinaggio,63.84
P09260,Ultra Abbigliamento 810,Abbigliamento,803.91
P09261,Pro Bellezza 904,Bellezza,67.03
P09262,Max Elettrodomestici 563,Elettrodomestici,1076.08
P09263,Air Telefonia 871,Telefonia,680.73
P09264,Plus Informatica 163,Informatica,1600.49
P09265,Lite Sport 175,Sport,470.75
P09266,Max Telefonia 835,Telefonia,745.9
P09267,Ultra Arredamento 878,Arredamento,1298.6
P09268,Air Informatica 798,Informatica,1563.12
P09269,Smart Automotive 548,Automotive,1132.74
P09270,Prime Arredamento 727,Arredamento,370.78
P09271,Eco Elettrodomestici 351,Elettrodomestici,410.48
P09272,Max Informatica 807,Informatica,854.75
P09273,Lite Elettrodomestici 743,Elettrodomestici,1410.77
P09274,Max Bellezza 889,Bellezza,1669.16
P09275,Pro Informatica 897,Informatica,1399.02
P09276,Max Giardinaggio 112,Giardinaggio,1484.1
P09277,Max Elettrodomestici 963,Elettrodomestici,1983.52
P09278,Ultra Telefonia 195,Telefonia,117.1
P09279,Eco Automotive 978,Automotive,74.81
P09280,Prime Bellezza 619,Bellezza,48.49
P09281,Max Abbigliamento 436,Abbigliamento,1005.94
P09282,Air Arredamento 522,Arredamento,480.44
P09283,Plus Informatica 373,Informatica,1513.0
P09284,Air Telefonia 389,Telefonia,445.27
P09285,Smart Giochi 608,Giochi,163.56
P09286,Eco Automotive 737,Automotive,1354.97
P09287,Ultra Bellezza 150,Bellezza,857.79
P09288,Smart Automotive 785,Automotive,1535.57
P09289,Smart Abbigliamento 829,Abbigliamento,528.45
P09290,Eco Giardinaggio 153,Giardinaggio,1365.42
P09291,Smart Abbigliamento 264,Abbigliamento,242.11
P09292,Plus Giardinaggio 30,Giardinaggio,338.0
P09293,Mini Elettrodomestici 597,Elettrodomestici,155.33
P09294,Mini Bellezza 394,Bellezza,1149.49
P09295,Lite Telefonia 260,Telefonia,1344.68
P09296,Mini Informatica 14,Informatica,1024.65
P09297,Max Giardinaggio 892,Giardinaggio,1595.09
P09298,Smart Bellezza 735,Bellezza,1813.08
P09299,Pro Giochi 865,Giochi,1919.9
P09300,Mini Automotive 720,Automotive,559.01
P09301,Plus Arredamento 550,Arredamento,332.09
P09302,Eco Automotive 232,Automotive,1007.62
P09303,Mini Abbigliamento 284,Abbigliamento,228.33
P09304,Prime Sport 849,Sport,1821.14
P09305,Lite Sport 427,Sport,1508.97
P09306,Ultra Sport 489,Sport,232.03
P09307,Mini Informatica 241,Informatica,1874.37
P09308,Mini Elettrodomestici 886,Elettrodomestici,1730.47
P09309,Lite Bellezza 374,Bellezza,302.49
P09310,Plus Abbigliamento 778,Abbigliamento,666.37
P09311,Eco Abbigliamento 662,Abbigliamento,1942.1
P09312,Smart Informatica 669,Informatica,660.88
P09313,Max Bellezza 947,Bellezza,1063.33
P09314,Eco Telefonia 907,Telefonia,1174.06
P09315,Ultra Abbigliamento 484,Abbigliamento,1868.63
P09316,Lite Informatica 284,Informatica,815.59
P09317,Lite Telefonia 713,Telefonia,924.81
P09318,Max Arredamento 332,Arredamento,396.5
P09319,Eco Abbigliamento 876,Abbigliamento,1653.6
P09320,Eco Giardinaggio 974,Giardinaggio,438.84
P09321,Ultra Elettrodomestici 277,Elettrodomestici,955.24
P09322,Prime Abbigliamento 758,Abbigliamento,247.31
P09323,Pro Telefonia 204,Telefonia,900.87
P09324,Lite Arredamento 911,Arredamento,1372.91
P09325,Prime Arredamento 970,Arredamento,470.69
P09326,Max Giardinaggio 49,Giardinaggio,1015.08
